Causas (lista reducida);Sexo;Edad;Total
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 25 a 29 años;12
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 30 a 34 años;17
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 35 a 39 años;19
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 40 a 44 años;54
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 45 a 49 años;70
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 50 a 54 años;125
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 55 a 59 años;143
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 60 a 64 años;177
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 65 a 69 años;174
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 70 a 74 años;246
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 75 a 79 años;301
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 80 a 84 años;465
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 85 a 89 años;756
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 90 a 94 años;693
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;De 95 años y más;426
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Todas las edades;1.878
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Menores de 1 año;6
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 1 a 4 años;2
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 5 a 9 años;0
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 10 a 14 años;0
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 15 a 19 años;2
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 20 a 24 años;8
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 25 a 29 años;5
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 30 a 34 años;9
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 35 a 39 años;16
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 40 a 44 años;39
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 45 a 49 años;55
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 50 a 54 años;96
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 55 a 59 años;108
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 60 a 64 años;134
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 65 a 69 años;131
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 70 a 74 años;147
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 75 a 79 años;189
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 80 a 84 años;228
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 85 a 89 años;347
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 90 a 94 años;256
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 95 años y más;100
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;Todas las edades;1.828
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;Menores de 1 año;2
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 1 a 4 años;1
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 5 a 9 años;4
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 10 a 14 años;1
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 15 a 19 años;0
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 20 a 24 años;2
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 25 a 29 años;7
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 30 a 34 años;8
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 35 a 39 años;3
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 40 a 44 años;15
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 45 a 49 años;15
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 50 a 54 años;29
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 55 a 59 años;35
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 60 a 64 años;43
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 65 a 69 años;43
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 70 a 74 años;99
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 75 a 79 años;112
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 80 a 84 años;237
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 85 a 89 años;409
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 90 a 94 años;437
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;De 95 años y más;326
087 Senilidad;Ambos sexos;Todas las edades;2.195
087 Senilidad;Ambos sexos;Menores de 1 año;0
087 Senilidad;Ambos sexos;De 1 a 4 años;0
087 Senilidad;Ambos sexos;De 5 a 9 años;0
087 Senilidad;Ambos sexos;De 10 a 14 años;0
087 Senilidad;Ambos sexos;De 15 a 19 años;0
087 Senilidad;Ambos sexos;De 20 a 24 años;0
087 Senilidad;Ambos sexos;De 25 a 29 años;0
087 Senilidad;Ambos sexos;De 30 a 34 años;0
087 Senilidad;Ambos sexos;De 35 a 39 años;0
087 Senilidad;Ambos sexos;De 40 a 44 años;0
087 Senilidad;Ambos sexos;De 45 a 49 años;0
087 Senilidad;Ambos sexos;De 50 a 54 años;0
087 Senilidad;Ambos sexos;De 55 a 59 años;0
087 Senilidad;Ambos sexos;De 60 a 64 años;1
087 Senilidad;Ambos sexos;De 65 a 69 años;1
087 Senilidad;Ambos sexos;De 70 a 74 años;20
087 Senilidad;Ambos sexos;De 75 a 79 años;41
087 Senilidad;Ambos sexos;De 80 a 84 años;172
087 Senilidad;Ambos sexos;De 85 a 89 años;416
087 Senilidad;Ambos sexos;De 90 a 94 años;742
087 Senilidad;Ambos sexos;De 95 años y más;802
087 Senilidad;Hombres;Todas las edades;614
087 Senilidad;Hombres;Menores de 1 año;0
087 Senilidad;Hombres;De 1 a 4 años;0
087 Senilidad;Hombres;De 5 a 9 años;0
087 Senilidad;Hombres;De 10 a 14 años;0
087 Senilidad;Hombres;De 15 a 19 años;0
087 Senilidad;Hombres;De 20 a 24 años;0
087 Senilidad;Hombres;De 25 a 29 años;0
087 Senilidad;Hombres;De 30 a 34 años;0
087 Senilidad;Hombres;De 35 a 39 años;0
087 Senilidad;Hombres;De 40 a 44 años;0
087 Senilidad;Hombres;De 45 a 49 años;0
087 Senilidad;Hombres;De 50 a 54 años;0
087 Senilidad;Hombres;De 55 a 59 años;0
087 Senilidad;Hombres;De 60 a 64 años;1
087 Senilidad;Hombres;De 65 a 69 años;0
087 Senilidad;Hombres;De 70 a 74 años;11
087 Senilidad;Hombres;De 75 a 79 años;25
087 Senilidad;Hombres;De 80 a 84 años;62
087 Senilidad;Hombres;De 85 a 89 años;160
087 Senilidad;Hombres;De 90 a 94 años;201
087 Senilidad;Hombres;De 95 años y más;154
087 Senilidad;Mujeres;Todas las edades;1.581
087 Senilidad;Mujeres;Menores de 1 año;0
087 Senilidad;Mujeres;De 1 a 4 años;0
087 Senilidad;Mujeres;De 5 a 9 años;0
087 Senilidad;Mujeres;De 10 a 14 años;0
087 Senilidad;Mujeres;De 15 a 19 años;0
087 Senilidad;Mujeres;De 20 a 24 años;0
087 Senilidad;Mujeres;De 25 a 29 años;0
087 Senilidad;Mujeres;De 30 a 34 años;0
087 Senilidad;Mujeres;De 35 a 39 años;0
087 Senilidad;Mujeres;De 40 a 44 años;0
087 Senilidad;Mujeres;De 45 a 49 años;0
087 Senilidad;Mujeres;De 50 a 54 años;0
087 Senilidad;Mujeres;De 55 a 59 años;0
087 Senilidad;Mujeres;De 60 a 64 años;0
087 Senilidad;Mujeres;De 65 a 69 años;1
087 Senilidad;Mujeres;De 70 a 74 años;9
087 Senilidad;Mujeres;De 75 a 79 años;16
087 Senilidad;Mujeres;De 80 a 84 años;110
087 Senilidad;Mujeres;De 85 a 89 años;256
087 Senilidad;Mujeres;De 90 a 94 años;541
087 Senilidad;Mujeres;De 95 años y más;648
088 Muerte súbita infantil;Ambos sexos;Todas las edades;56
088 Muerte súbita infantil;Ambos sexos;Menores de 1 año;56
088 Muerte súbita infantil;Ambos sexos;De 1 a 4 años;0
088 Muerte súbita infantil;Ambos sexos;De 5 a 9 años;0
088 Muerte súbita infantil;Ambos sexos;De 10 a 14 años;0
088 Muerte súbita infantil;Ambos sexos;De 15 a 19 años;0
088 Muerte súbita infantil;Ambos sexos;De 20 a 24 años;0
088 Muerte súbita infantil;Ambos sexos;De 25 a 29 años;0
088 Muerte súbita infantil;Ambos sexos;De 30 a 34 años;0
088 Muerte súbita infantil;Ambos sexos;De 35 a 39 años;0
088 Muerte súbita infantil;Ambos sexos;De 40 a 44 años;0
088 Muerte súbita infantil;Ambos sexos;De 45 a 49 años;0
088 Muerte súbita infantil;Ambos sexos;De 50 a 54 años;0
088 Muerte súbita infantil;Ambos sexos;De 55 a 59 años;0
088 Muerte súbita infantil;Ambos sexos;De 60 a 64 años;0
088 Muerte súbita infantil;Ambos sexos;De 65 a 69 años;0
088 Muerte súbita infantil;Ambos sexos;De 70 a 74 años;0
088 Muerte súbita infantil;Ambos sexos;De 75 a 79 años;0
088 Muerte súbita infantil;Ambos sexos;De 80 a 84 años;0
088 Muerte súbita infantil;Ambos sexos;De 85 a 89 años;0
088 Muerte súbita infantil;Ambos sexos;De 90 a 94 años;0
088 Muerte súbita infantil;Ambos sexos;De 95 años y más;0
088 Muerte súbita infantil;Hombres;Todas las edades;21
088 Muerte súbita infantil;Hombres;Menores de 1 año;21
088 Muerte súbita infantil;Hombres;De 1 a 4 años;0
088 Muerte súbita infantil;Hombres;De 5 a 9 años;0
088 Muerte súbita infantil;Hombres;De 10 a 14 años;0
088 Muerte súbita infantil;Hombres;De 15 a 19 años;0
088 Muerte súbita infantil;Hombres;De 20 a 24 años;0
088 Muerte súbita infantil;Hombres;De 25 a 29 años;0
088 Muerte súbita infantil;Hombres;De 30 a 34 años;0
088 Muerte súbita infantil;Hombres;De 35 a 39 años;0
088 Muerte súbita infantil;Hombres;De 40 a 44 años;0
088 Muerte súbita infantil;Hombres;De 45 a 49 años;0
088 Muerte súbita infantil;Hombres;De 50 a 54 años;0
088 Muerte súbita infantil;Hombres;De 55 a 59 años;0
088 Muerte súbita infantil;Hombres;De 60 a 64 años;0
088 Muerte súbita infantil;Hombres;De 65 a 69 años;0
088 Muerte súbita infantil;Hombres;De 70 a 74 años;0
088 Muerte súbita infantil;Hombres;De 75 a 79 años;0
088 Muerte súbita infantil;Hombres;De 80 a 84 años;0
088 Muerte súbita infantil;Hombres;De 85 a 89 años;0
088 Muerte súbita infantil;Hombres;De 90 a 94 años;0
088 Muerte súbita infantil;Hombres;De 95 años y más;0
088 Muerte súbita infantil;Mujeres;Todas las edades;35
088 Muerte súbita infantil;Mujeres;Menores de 1 año;35
088 Muerte súbita infantil;Mujeres;De 1 a 4 años;0
088 Muerte súbita infantil;Mujeres;De 5 a 9 años;0
088 Muerte súbita infantil;Mujeres;De 10 a 14 años;0
088 Muerte súbita infantil;Mujeres;De 15 a 19 años;0
088 Muerte súbita infantil;Mujeres;De 20 a 24 años;0
088 Muerte súbita infantil;Mujeres;De 25 a 29 años;0
088 Muerte súbita infantil;Mujeres;De 30 a 34 años;0
088 Muerte súbita infantil;Mujeres;De 35 a 39 años;0
088 Muerte súbita infantil;Mujeres;De 40 a 44 años;0
088 Muerte súbita infantil;Mujeres;De 45 a 49 años;0
088 Muerte súbita infantil;Mujeres;De 50 a 54 años;0
088 Muerte súbita infantil;Mujeres;De 55 a 59 años;0
088 Muerte súbita infantil;Mujeres;De 60 a 64 años;0
088 Muerte súbita infantil;Mujeres;De 65 a 69 años;0
088 Muerte súbita infantil;Mujeres;De 70 a 74 años;0
088 Muerte súbita infantil;Mujeres;De 75 a 79 años;0
088 Muerte súbita infantil;Mujeres;De 80 a 84 años;0
088 Muerte súbita infantil;Mujeres;De 85 a 89 años;0
088 Muerte súbita infantil;Mujeres;De 90 a 94 años;0
088 Muerte súbita infantil;Mujeres;De 95 años y más;0
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Todas las edades;3.518
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Menores de 1 año;0
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 1 a 4 años;4
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 5 a 9 años;1
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 10 a 14 años;2
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 15 a 19 años;5
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 20 a 24 años;12
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 25 a 29 años;18
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 30 a 34 años;25
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 35 a 39 años;30
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 40 a 44 años;67
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 45 a 49 años;98
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 50 a 54 años;135
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 55 a 59 años;131
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 60 a 64 años;126
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 65 a 69 años;132
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 70 a 74 años;191
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 75 a 79 años;208
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 80 a 84 años;388
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 85 a 89 años;660
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 90 a 94 años;764
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;De 95 años y más;521
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Todas las edades;1.685
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Menores de 1 año;0
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 1 a 4 años;2
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 5 a 9 años;1
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 10 a 14 años;0
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 15 a 19 años;3
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 20 a 24 años;11
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 25 a 29 años;15
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 30 a 34 años;18
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 35 a 39 años;25
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 40 a 44 años;51
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 45 a 49 años;72
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 50 a 54 años;104
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 55 a 59 años;100
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 60 a 64 años;100
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 65 a 69 años;86
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 70 a 74 años;133
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 75 a 79 años;130
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 80 a 84 años;189
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 85 a 89 años;259
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 90 a 94 años;268
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 95 años y más;118
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Todas las edades;1.833
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Menores de 1 año;0
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 1 a 4 años;2
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 5 a 9 años;0
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 10 a 14 años;2
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 15 a 19 años;2
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 20 a 24 años;1
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 25 a 29 años;3
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 30 a 34 años;7
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 35 a 39 años;5
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 40 a 44 años;16
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 45 a 49 años;26
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 50 a 54 años;31
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 55 a 59 años;31
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 60 a 64 años;26
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 65 a 69 años;46
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 70 a 74 años;58
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 75 a 79 años;78
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 80 a 84 años;199
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 85 a 89 años;401
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 90 a 94 años;496
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 95 años y más;403
090-102 XX.Causas externas de mortalidad;Ambos sexos;Todas las edades;16.078
090-102 XX.Causas externas de mortalidad;Ambos sexos;Menores de 1 año;27
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 1 a 4 años;45
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 5 a 9 años;19
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 10 a 14 años;43
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 15 a 19 años;153
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 20 a 24 años;307
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 25 a 29 años;418
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 30 a 34 años;513
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 35 a 39 años;620
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 40 a 44 años;869
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 45 a 49 años;937
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 50 a 54 años;1.060
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 55 a 59 años;980
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 60 a 64 años;862
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 65 a 69 años;793
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 70 a 74 años;986
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 75 a 79 años;1.094
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 80 a 84 años;1.589
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 85 a 89 años;2.175
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 90 a 94 años;1.731
090-102 XX.Causas externas de mortalidad;Ambos sexos;De 95 años y más;857
090-102 XX.Causas externas de mortalidad;Hombres;Todas las edades;10.257
090-102 XX.Causas externas de mortalidad;Hombres;Menores de 1 año;15
090-102 XX.Causas externas de mortalidad;Hombres;De 1 a 4 años;35
090-102 XX.Causas externas de mortalidad;Hombres;De 5 a 9 años;12
090-102 XX.Causas externas de mortalidad;Hombres;De 10 a 14 años;24
090-102 XX.Causas externas de mortalidad;Hombres;De 15 a 19 años;111
090-102 XX.Causas externas de mortalidad;Hombres;De 20 a 24 años;255
090-102 XX.Causas externas de mortalidad;Hombres;De 25 a 29 años;327
090-102 XX.Causas externas de mortalidad;Hombres;De 30 a 34 años;439
090-102 XX.Causas externas de mortalidad;Hombres;De 35 a 39 años;487
090-102 XX.Causas externas de mortalidad;Hombres;De 40 a 44 años;688
090-102 XX.Causas externas de mortalidad;Hombres;De 45 a 49 años;754
090-102 XX.Causas externas de mortalidad;Hombres;De 50 a 54 años;821
090-102 XX.Causas externas de mortalidad;Hombres;De 55 a 59 años;736
090-102 XX.Causas externas de mortalidad;Hombres;De 60 a 64 años;647
090-102 XX.Causas externas de mortalidad;Hombres;De 65 a 69 años;580
090-102 XX.Causas externas de mortalidad;Hombres;De 70 a 74 años;683
090-102 XX.Causas externas de mortalidad;Hombres;De 75 a 79 años;702
090-102 XX.Causas externas de mortalidad;Hombres;De 80 a 84 años;909
090-102 XX.Causas externas de mortalidad;Hombres;De 85 a 89 años;1.066
090-102 XX.Causas externas de mortalidad;Hombres;De 90 a 94 años;682
090-102 XX.Causas externas de mortalidad;Hombres;De 95 años y más;284
090-102 XX.Causas externas de mortalidad;Mujeres;Todas las edades;5.821
090-102 XX.Causas externas de mortalidad;Mujeres;Menores de 1 año;12
090-102 XX.Causas externas de mortalidad;Mujeres;De 1 a 4 años;10
090-102 XX.Causas externas de mortalidad;Mujeres;De 5 a 9 años;7
090-102 XX.Causas externas de mortalidad;Mujeres;De 10 a 14 años;19
090-102 XX.Causas externas de mortalidad;Mujeres;De 15 a 19 años;42
090-102 XX.Causas externas de mortalidad;Mujeres;De 20 a 24 años;52
090-102 XX.Causas externas de mortalidad;Mujeres;De 25 a 29 años;91
090-102 XX.Causas externas de mortalidad;Mujeres;De 30 a 34 años;74
090-102 XX.Causas externas de mortalidad;Mujeres;De 35 a 39 años;133
090-102 XX.Causas externas de mortalidad;Mujeres;De 40 a 44 años;181
090-102 XX.Causas externas de mortalidad;Mujeres;De 45 a 49 años;183
090-102 XX.Causas externas de mortalidad;Mujeres;De 50 a 54 años;239
090-102 XX.Causas externas de mortalidad;Mujeres;De 55 a 59 años;244
090-102 XX.Causas externas de mortalidad;Mujeres;De 60 a 64 años;215
090-102 XX.Causas externas de mortalidad;Mujeres;De 65 a 69 años;213
090-102 XX.Causas externas de mortalidad;Mujeres;De 70 a 74 años;303
090-102 XX.Causas externas de mortalidad;Mujeres;De 75 a 79 años;392
090-102 XX.Causas externas de mortalidad;Mujeres;De 80 a 84 años;680
090-102 XX.Causas externas de mortalidad;Mujeres;De 85 a 89 años;1.109
090-102 XX.Causas externas de mortalidad;Mujeres;De 90 a 94 años;1.049
090-102 XX.Causas externas de mortalidad;Mujeres;De 95 años y más;573
090 Accidentes de tráfico;Ambos sexos;Todas las edades;1.463
090 Accidentes de tráfico;Ambos sexos;Menores de 1 año;3
090 Accidentes de tráfico;Ambos sexos;De 1 a 4 años;5
090 Accidentes de tráfico;Ambos sexos;De 5 a 9 años;5
090 Accidentes de tráfico;Ambos sexos;De 10 a 14 años;13
090 Accidentes de tráfico;Ambos sexos;De 15 a 19 años;50
090 Accidentes de tráfico;Ambos sexos;De 20 a 24 años;94
090 Accidentes de tráfico;Ambos sexos;De 25 a 29 años;91
090 Accidentes de tráfico;Ambos sexos;De 30 a 34 años;103
090 Accidentes de tráfico;Ambos sexos;De 35 a 39 años;109
090 Accidentes de tráfico;Ambos sexos;De 40 a 44 años;128
